timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/04/24 07:46:51.008, 0 %, 0 %, 3 MiB, 46068 MiB, 32.03 W
2026/04/24 07:47:01.009, 0 %, 0 %, 3 MiB, 46068 MiB, 47.87 W
2026/04/24 07:47:11.010, 0 %, 0 %, 3 MiB, 46068 MiB, 31.85 W
2026/04/24 07:47:21.011, 0 %, 0 %, 3 MiB, 46068 MiB, 31.96 W
2026/04/24 07:47:31.012, 0 %, 0 %, 3 MiB, 46068 MiB, 32.14 W
2026/04/24 07:47:41.013, 0 %, 0 %, 3 MiB, 46068 MiB, 32.02 W
2026/04/24 07:47:51.014, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 07:48:01.015, 0 %, 0 %, 3 MiB, 46068 MiB, 32.01 W
2026/04/24 07:48:11.016, 0 %, 0 %, 3 MiB, 46068 MiB, 31.64 W
2026/04/24 07:48:21.016, 0 %, 0 %, 3 MiB, 46068 MiB, 32.30 W
2026/04/24 07:48:31.017, 0 %, 0 %, 3 MiB, 46068 MiB, 32.01 W
2026/04/24 07:48:41.018, 0 %, 0 %, 3 MiB, 46068 MiB, 32.06 W
2026/04/24 07:48:51.019, 0 %, 0 %, 3 MiB, 46068 MiB, 32.12 W
2026/04/24 07:49:01.020, 0 %, 0 %, 3 MiB, 46068 MiB, 32.00 W
2026/04/24 07:49:11.021, 0 %, 0 %, 3 MiB, 46068 MiB, 31.77 W
2026/04/24 07:49:21.022, 0 %, 0 %, 3 MiB, 46068 MiB, 32.15 W
2026/04/24 07:49:31.028, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 07:49:41.029, 0 %, 0 %, 3 MiB, 46068 MiB, 32.01 W
2026/04/24 07:49:51.031, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 07:50:01.032, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 07:50:11.033, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 07:50:21.033, 0 %, 0 %, 3 MiB, 46068 MiB, 32.36 W
2026/04/24 07:50:31.034, 0 %, 0 %, 3 MiB, 46068 MiB, 32.00 W
2026/04/24 07:50:41.035, 0 %, 0 %, 3 MiB, 46068 MiB, 32.26 W
2026/04/24 07:50:51.036, 0 %, 0 %, 3 MiB, 46068 MiB, 31.86 W
2026/04/24 07:51:01.037, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 07:51:11.038, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 07:51:21.039, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 07:51:31.040, 0 %, 0 %, 3 MiB, 46068 MiB, 32.16 W
2026/04/24 07:51:41.041, 0 %, 0 %, 3 MiB, 46068 MiB, 31.77 W
2026/04/24 07:51:51.042, 0 %, 0 %, 3 MiB, 46068 MiB, 32.15 W
2026/04/24 07:52:01.043, 0 %, 0 %, 3 MiB, 46068 MiB, 47.51 W
2026/04/24 07:52:11.043, 0 %, 0 %, 3 MiB, 46068 MiB, 31.93 W
2026/04/24 07:52:21.044, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 07:52:31.045, 0 %, 0 %, 3 MiB, 46068 MiB, 31.98 W
2026/04/24 07:52:41.046, 0 %, 0 %, 3 MiB, 46068 MiB, 32.22 W
2026/04/24 07:52:51.047, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 07:53:01.048, 0 %, 0 %, 3 MiB, 46068 MiB, 31.91 W
2026/04/24 07:53:11.049, 0 %, 0 %, 3 MiB, 46068 MiB, 32.13 W
2026/04/24 07:53:21.050, 0 %, 0 %, 3 MiB, 46068 MiB, 32.02 W
2026/04/24 07:53:31.051, 0 %, 0 %, 3 MiB, 46068 MiB, 31.91 W
2026/04/24 07:53:41.051, 0 %, 0 %, 3 MiB, 46068 MiB, 32.14 W
2026/04/24 07:53:51.052, 0 %, 0 %, 3 MiB, 46068 MiB, 32.03 W
2026/04/24 07:54:01.053, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 07:54:11.054, 0 %, 0 %, 3 MiB, 46068 MiB, 31.91 W
2026/04/24 07:54:21.055, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 07:54:31.056, 0 %, 0 %, 3 MiB, 46068 MiB, 32.06 W
2026/04/24 07:54:41.057, 0 %, 0 %, 3 MiB, 46068 MiB, 31.88 W
2026/04/24 07:54:51.058, 0 %, 0 %, 3 MiB, 46068 MiB, 32.02 W
2026/04/24 07:55:01.059, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 07:55:11.059, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 07:55:21.060, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 07:55:31.061, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 07:55:41.062, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 07:55:51.063, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 07:56:01.064, 0 %, 0 %, 3 MiB, 46068 MiB, 31.85 W
2026/04/24 07:56:11.065, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 07:56:21.066, 0 %, 0 %, 3 MiB, 46068 MiB, 31.77 W
2026/04/24 07:56:31.067, 0 %, 0 %, 3 MiB, 46068 MiB, 31.91 W
2026/04/24 07:56:41.068, 0 %, 0 %, 3 MiB, 46068 MiB, 32.14 W
2026/04/24 07:56:51.069, 0 %, 0 %, 3 MiB, 46068 MiB, 31.98 W
2026/04/24 07:57:01.070, 0 %, 0 %, 3 MiB, 46068 MiB, 48.97 W
2026/04/24 07:57:11.071, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 07:57:21.072, 0 %, 0 %, 3 MiB, 46068 MiB, 32.01 W
2026/04/24 07:57:31.073, 0 %, 0 %, 3 MiB, 46068 MiB, 31.88 W
2026/04/24 07:57:41.074, 0 %, 0 %, 3 MiB, 46068 MiB, 32.02 W
2026/04/24 07:57:51.074, 0 %, 0 %, 3 MiB, 46068 MiB, 32.21 W
2026/04/24 07:58:01.075, 0 %, 0 %, 3 MiB, 46068 MiB, 32.10 W
2026/04/24 07:58:11.076, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 07:58:21.077, 0 %, 0 %, 3 MiB, 46068 MiB, 32.00 W
2026/04/24 07:58:31.078, 0 %, 0 %, 3 MiB, 46068 MiB, 32.02 W
2026/04/24 07:58:41.079, 0 %, 0 %, 3 MiB, 46068 MiB, 32.02 W
2026/04/24 07:58:51.080, 0 %, 0 %, 3 MiB, 46068 MiB, 32.00 W
2026/04/24 07:59:01.081, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 07:59:11.082, 0 %, 0 %, 3 MiB, 46068 MiB, 31.85 W
2026/04/24 07:59:21.083, 0 %, 0 %, 3 MiB, 46068 MiB, 32.14 W
2026/04/24 07:59:31.084, 0 %, 0 %, 3 MiB, 46068 MiB, 31.72 W
2026/04/24 07:59:41.085, 0 %, 0 %, 3 MiB, 46068 MiB, 32.01 W
2026/04/24 07:59:51.085, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 08:00:01.087, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 08:00:11.088, 0 %, 0 %, 3 MiB, 46068 MiB, 32.01 W
2026/04/24 08:00:21.089, 0 %, 0 %, 3 MiB, 46068 MiB, 31.77 W
2026/04/24 08:00:31.090, 0 %, 0 %, 3 MiB, 46068 MiB, 31.72 W
2026/04/24 08:00:41.091, 0 %, 0 %, 3 MiB, 46068 MiB, 32.14 W
2026/04/24 08:00:51.092, 0 %, 0 %, 3 MiB, 46068 MiB, 31.91 W
2026/04/24 08:01:01.092, 0 %, 0 %, 3 MiB, 46068 MiB, 32.10 W
2026/04/24 08:01:11.093, 0 %, 0 %, 3 MiB, 46068 MiB, 32.01 W
2026/04/24 08:01:21.094, 0 %, 0 %, 3 MiB, 46068 MiB, 31.97 W
2026/04/24 08:01:31.095, 0 %, 0 %, 3 MiB, 46068 MiB, 31.76 W
2026/04/24 08:01:41.096, 0 %, 0 %, 3 MiB, 46068 MiB, 31.77 W
2026/04/24 08:01:51.097, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:02:01.098, 0 %, 0 %, 3 MiB, 46068 MiB, 64.53 W
2026/04/24 08:02:11.099, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 08:02:21.100, 0 %, 0 %, 3 MiB, 46068 MiB, 32.27 W
2026/04/24 08:02:31.100, 0 %, 0 %, 3 MiB, 46068 MiB, 32.27 W
2026/04/24 08:02:41.101, 0 %, 0 %, 3 MiB, 46068 MiB, 32.00 W
2026/04/24 08:02:51.102, 0 %, 0 %, 3 MiB, 46068 MiB, 32.12 W
2026/04/24 08:03:01.103, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 08:03:11.104, 0 %, 0 %, 3 MiB, 46068 MiB, 31.99 W
2026/04/24 08:03:21.105, 0 %, 0 %, 3 MiB, 46068 MiB, 31.74 W
2026/04/24 08:03:31.106, 0 %, 0 %, 3 MiB, 46068 MiB, 32.02 W
2026/04/24 08:03:41.107, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 08:03:51.108, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:04:01.109, 0 %, 0 %, 3 MiB, 46068 MiB, 32.13 W
2026/04/24 08:04:11.110, 0 %, 0 %, 3 MiB, 46068 MiB, 31.91 W
2026/04/24 08:04:21.111, 0 %, 0 %, 3 MiB, 46068 MiB, 31.98 W
2026/04/24 08:04:31.112, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 08:04:41.113, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 08:04:51.114, 0 %, 0 %, 3 MiB, 46068 MiB, 32.13 W
2026/04/24 08:05:01.114, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:05:11.115, 0 %, 0 %, 3 MiB, 46068 MiB, 32.11 W
2026/04/24 08:05:21.116, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 08:05:31.117, 0 %, 0 %, 3 MiB, 46068 MiB, 32.01 W
2026/04/24 08:05:41.118, 0 %, 0 %, 3 MiB, 46068 MiB, 31.90 W
2026/04/24 08:05:51.119, 0 %, 0 %, 3 MiB, 46068 MiB, 32.02 W
2026/04/24 08:06:01.120, 0 %, 0 %, 3 MiB, 46068 MiB, 31.51 W
2026/04/24 08:06:11.121, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:06:21.122, 0 %, 0 %, 3 MiB, 46068 MiB, 31.89 W
2026/04/24 08:06:31.123, 0 %, 0 %, 3 MiB, 46068 MiB, 31.94 W
2026/04/24 08:06:41.124, 0 %, 0 %, 3 MiB, 46068 MiB, 31.65 W
2026/04/24 08:06:51.125, 0 %, 0 %, 3 MiB, 46068 MiB, 31.92 W
2026/04/24 08:07:01.126, 0 %, 0 %, 3 MiB, 46068 MiB, 66.64 W
2026/04/24 08:07:11.127, 0 %, 0 %, 3 MiB, 46068 MiB, 31.91 W
2026/04/24 08:07:21.128, 0 %, 0 %, 3 MiB, 46068 MiB, 31.99 W
2026/04/24 08:07:31.129, 0 %, 0 %, 3 MiB, 46068 MiB, 31.78 W
2026/04/24 08:07:41.130, 0 %, 0 %, 3 MiB, 46068 MiB, 31.80 W
2026/04/24 08:07:51.131, 0 %, 0 %, 3 MiB, 46068 MiB, 32.02 W
2026/04/24 08:08:01.131, 0 %, 0 %, 3 MiB, 46068 MiB, 32.02 W
2026/04/24 08:08:11.132, 0 %, 0 %, 3 MiB, 46068 MiB, 31.99 W
2026/04/24 08:08:21.133, 0 %, 0 %, 3 MiB, 46068 MiB, 31.99 W
2026/04/24 08:08:31.134, 0 %, 0 %, 3 MiB, 46068 MiB, 31.99 W
2026/04/24 08:08:41.135, 0 %, 0 %, 3 MiB, 46068 MiB, 32.11 W
2026/04/24 08:08:51.136, 0 %, 0 %, 3 MiB, 46068 MiB, 31.99 W
2026/04/24 08:09:01.137, 0 %, 0 %, 3 MiB, 46068 MiB, 32.11 W
2026/04/24 08:09:11.138, 0 %, 0 %, 3 MiB, 46068 MiB, 32.11 W
2026/04/24 08:09:21.139, 0 %, 0 %, 3 MiB, 46068 MiB, 31.92 W
2026/04/24 08:09:31.139, 0 %, 0 %, 3 MiB, 46068 MiB, 32.18 W
2026/04/24 08:09:41.140, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:09:51.141, 0 %, 0 %, 3 MiB, 46068 MiB, 32.06 W
2026/04/24 08:10:01.143, 0 %, 0 %, 3 MiB, 46068 MiB, 32.60 W
2026/04/24 08:10:11.144, 0 %, 0 %, 3 MiB, 46068 MiB, 32.20 W
2026/04/24 08:10:21.145, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:10:31.146, 0 %, 0 %, 3 MiB, 46068 MiB, 32.47 W
2026/04/24 08:10:41.146, 0 %, 0 %, 3 MiB, 46068 MiB, 32.71 W
2026/04/24 08:10:51.147, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:11:01.148, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:11:11.149, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:11:21.150, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:11:31.151, 0 %, 0 %, 3 MiB, 46068 MiB, 32.40 W
2026/04/24 08:11:41.152, 0 %, 0 %, 3 MiB, 46068 MiB, 32.40 W
2026/04/24 08:11:51.153, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:12:01.154, 0 %, 0 %, 3 MiB, 46068 MiB, 66.72 W
2026/04/24 08:12:11.155, 0 %, 0 %, 3 MiB, 46068 MiB, 32.36 W
2026/04/24 08:12:21.156, 0 %, 0 %, 3 MiB, 46068 MiB, 32.34 W
2026/04/24 08:12:31.157, 0 %, 0 %, 3 MiB, 46068 MiB, 32.44 W
2026/04/24 08:12:41.158, 0 %, 0 %, 3 MiB, 46068 MiB, 32.53 W
2026/04/24 08:12:51.158, 0 %, 0 %, 3 MiB, 46068 MiB, 32.36 W
2026/04/24 08:13:01.159, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:13:11.160, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:13:21.161, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:13:31.162, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:13:41.163, 0 %, 0 %, 3 MiB, 46068 MiB, 32.39 W
2026/04/24 08:13:51.164, 0 %, 0 %, 3 MiB, 46068 MiB, 32.34 W
2026/04/24 08:14:01.165, 0 %, 0 %, 3 MiB, 46068 MiB, 32.36 W
2026/04/24 08:14:11.166, 0 %, 0 %, 3 MiB, 46068 MiB, 32.36 W
2026/04/24 08:14:21.167, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:14:31.168, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:14:41.169, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:14:51.170, 0 %, 0 %, 3 MiB, 46068 MiB, 32.33 W
2026/04/24 08:15:01.171, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:15:11.171, 0 %, 0 %, 3 MiB, 46068 MiB, 32.36 W
2026/04/24 08:15:21.172, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:15:31.173, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:15:41.174, 0 %, 0 %, 3 MiB, 46068 MiB, 32.34 W
2026/04/24 08:15:51.175, 0 %, 0 %, 3 MiB, 46068 MiB, 32.42 W
2026/04/24 08:16:01.176, 0 %, 0 %, 3 MiB, 46068 MiB, 32.40 W
2026/04/24 08:16:11.177, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:16:21.178, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:16:31.179, 0 %, 0 %, 3 MiB, 46068 MiB, 32.33 W
2026/04/24 08:16:41.179, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:16:51.180, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:17:01.181, 0 %, 0 %, 3 MiB, 46068 MiB, 48.65 W
2026/04/24 08:17:11.182, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:17:21.183, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:17:31.184, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:17:41.185, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:17:51.186, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:18:01.187, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:18:11.188, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:18:21.189, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:18:31.189, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:18:41.190, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:18:51.191, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:19:01.192, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:19:11.193, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:19:21.194, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:19:31.195, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:19:41.196, 0 %, 0 %, 3 MiB, 46068 MiB, 32.36 W
2026/04/24 08:19:51.197, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:20:01.198, 0 %, 0 %, 3 MiB, 46068 MiB, 32.42 W
2026/04/24 08:20:11.199, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:20:21.200, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:20:31.201, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:20:41.202, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:20:51.203, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:21:01.203, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:21:11.205, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:21:21.206, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:21:31.206, 0 %, 0 %, 3 MiB, 46068 MiB, 32.18 W
2026/04/24 08:21:41.207, 0 %, 0 %, 3 MiB, 46068 MiB, 32.54 W
2026/04/24 08:21:51.208, 0 %, 0 %, 3 MiB, 46068 MiB, 32.42 W
2026/04/24 08:22:01.209, 0 %, 0 %, 3 MiB, 46068 MiB, 49.47 W
2026/04/24 08:22:11.210, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:22:21.211, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:22:31.212, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:22:41.213, 0 %, 0 %, 3 MiB, 46068 MiB, 32.26 W
2026/04/24 08:22:51.214, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:23:01.215, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:23:11.216, 0 %, 0 %, 3 MiB, 46068 MiB, 32.41 W
2026/04/24 08:23:21.216, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:23:31.217, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:23:41.218, 0 %, 0 %, 3 MiB, 46068 MiB, 32.17 W
2026/04/24 08:23:51.219, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:24:01.220, 0 %, 0 %, 3 MiB, 46068 MiB, 32.33 W
2026/04/24 08:24:11.221, 0 %, 0 %, 3 MiB, 46068 MiB, 32.36 W
2026/04/24 08:24:21.222, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:24:31.223, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:24:41.224, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:24:51.224, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:25:01.225, 0 %, 0 %, 3 MiB, 46068 MiB, 32.29 W
2026/04/24 08:25:11.226, 0 %, 0 %, 3 MiB, 46068 MiB, 32.32 W
2026/04/24 08:25:21.227, 0 %, 0 %, 3 MiB, 46068 MiB, 32.42 W
2026/04/24 08:25:31.228, 0 %, 0 %, 3 MiB, 46068 MiB, 32.53 W
2026/04/24 08:25:41.229, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:25:51.230, 0 %, 0 %, 3 MiB, 46068 MiB, 32.29 W
2026/04/24 08:26:01.231, 0 %, 0 %, 3 MiB, 46068 MiB, 32.23 W
2026/04/24 08:26:11.232, 0 %, 0 %, 3 MiB, 46068 MiB, 32.28 W
2026/04/24 08:26:21.232, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:26:31.233, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:26:41.234, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:26:51.235, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
2026/04/24 08:27:01.236, 0 %, 0 %, 3 MiB, 46068 MiB, 74.14 W
2026/04/24 08:27:11.237, 0 %, 0 %, 3 MiB, 46068 MiB, 32.41 W
2026/04/24 08:27:21.238, 0 %, 0 %, 3 MiB, 46068 MiB, 32.40 W
2026/04/24 08:27:31.239, 0 %, 0 %, 3 MiB, 46068 MiB, 32.36 W
2026/04/24 08:27:41.240, 0 %, 0 %, 3 MiB, 46068 MiB, 32.36 W
2026/04/24 08:27:51.241, 0 %, 0 %, 3 MiB, 46068 MiB, 32.36 W
2026/04/24 08:28:01.242, 0 %, 0 %, 3 MiB, 46068 MiB, 31.92 W
2026/04/24 08:28:11.243, 0 %, 0 %, 3 MiB, 46068 MiB, 32.24 W
