timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/04/24 07:39:10.967, 0 %, 0 %, 0 MiB, 46068 MiB, 33.31 W
2026/04/24 07:39:20.969, 0 %, 0 %, 0 MiB, 46068 MiB, 32.99 W
