timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/04/24 07:44:10.654, 0 %, 0 %, 3 MiB, 46068 MiB, 33.03 W
2026/04/24 07:44:20.655, 0 %, 0 %, 3 MiB, 46068 MiB, 32.88 W
2026/04/24 07:44:30.656, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 07:44:40.657, 0 %, 0 %, 3 MiB, 46068 MiB, 33.01 W
2026/04/24 07:44:50.657, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 07:45:00.658, 0 %, 0 %, 3 MiB, 46068 MiB, 32.96 W
2026/04/24 07:45:10.659, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 07:45:20.660, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 07:45:30.661, 0 %, 0 %, 3 MiB, 46068 MiB, 33.10 W
2026/04/24 07:45:40.662, 0 %, 0 %, 3 MiB, 46068 MiB, 33.09 W
2026/04/24 07:45:50.663, 0 %, 0 %, 3 MiB, 46068 MiB, 32.85 W
2026/04/24 07:46:00.664, 0 %, 0 %, 3 MiB, 46068 MiB, 33.12 W
2026/04/24 07:46:10.665, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 07:46:20.666, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 07:46:30.667, 0 %, 0 %, 3 MiB, 46068 MiB, 32.87 W
2026/04/24 07:46:40.668, 0 %, 0 %, 3 MiB, 46068 MiB, 32.79 W
2026/04/24 07:46:50.668, 0 %, 0 %, 3 MiB, 46068 MiB, 32.73 W
2026/04/24 07:47:00.669, 0 %, 0 %, 3 MiB, 46068 MiB, 64.47 W
2026/04/24 07:47:10.670, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 07:47:20.671, 0 %, 0 %, 3 MiB, 46068 MiB, 33.01 W
2026/04/24 07:47:30.672, 0 %, 0 %, 3 MiB, 46068 MiB, 32.65 W
2026/04/24 07:47:40.673, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 07:47:50.674, 0 %, 0 %, 3 MiB, 46068 MiB, 32.62 W
2026/04/24 07:48:00.675, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 07:48:10.676, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 07:48:20.677, 0 %, 0 %, 3 MiB, 46068 MiB, 33.12 W
2026/04/24 07:48:30.678, 0 %, 0 %, 3 MiB, 46068 MiB, 32.87 W
2026/04/24 07:48:40.679, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 07:48:50.680, 0 %, 0 %, 3 MiB, 46068 MiB, 32.88 W
2026/04/24 07:49:00.681, 0 %, 0 %, 3 MiB, 46068 MiB, 33.22 W
2026/04/24 07:49:10.681, 0 %, 0 %, 3 MiB, 46068 MiB, 33.02 W
2026/04/24 07:49:20.682, 0 %, 0 %, 3 MiB, 46068 MiB, 32.84 W
2026/04/24 07:49:30.683, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 07:49:40.684, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 07:49:50.685, 0 %, 0 %, 3 MiB, 46068 MiB, 33.01 W
2026/04/24 07:50:00.686, 0 %, 0 %, 3 MiB, 46068 MiB, 32.83 W
2026/04/24 07:50:10.687, 0 %, 0 %, 3 MiB, 46068 MiB, 32.86 W
2026/04/24 07:50:20.689, 0 %, 0 %, 3 MiB, 46068 MiB, 32.84 W
2026/04/24 07:50:30.690, 0 %, 0 %, 3 MiB, 46068 MiB, 32.89 W
2026/04/24 07:50:40.690, 0 %, 0 %, 3 MiB, 46068 MiB, 33.11 W
2026/04/24 07:50:50.691, 0 %, 0 %, 3 MiB, 46068 MiB, 33.01 W
2026/04/24 07:51:00.692, 0 %, 0 %, 3 MiB, 46068 MiB, 32.84 W
2026/04/24 07:51:10.693, 0 %, 0 %, 3 MiB, 46068 MiB, 32.91 W
2026/04/24 07:51:20.694, 0 %, 0 %, 3 MiB, 46068 MiB, 32.90 W
2026/04/24 07:51:30.695, 0 %, 0 %, 3 MiB, 46068 MiB, 32.71 W
2026/04/24 07:51:40.696, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 07:51:50.697, 0 %, 0 %, 3 MiB, 46068 MiB, 32.72 W
2026/04/24 07:52:00.698, 0 %, 0 %, 3 MiB, 46068 MiB, 33.48 W
2026/04/24 07:52:10.699, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 07:52:20.699, 0 %, 0 %, 3 MiB, 46068 MiB, 33.01 W
2026/04/24 07:52:30.700, 0 %, 0 %, 3 MiB, 46068 MiB, 32.91 W
2026/04/24 07:52:40.701, 0 %, 0 %, 3 MiB, 46068 MiB, 32.92 W
2026/04/24 07:52:50.702, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 07:53:00.703, 0 %, 0 %, 3 MiB, 46068 MiB, 32.90 W
2026/04/24 07:53:10.704, 0 %, 0 %, 3 MiB, 46068 MiB, 32.60 W
2026/04/24 07:53:20.705, 0 %, 0 %, 3 MiB, 46068 MiB, 32.96 W
2026/04/24 07:53:30.706, 0 %, 0 %, 3 MiB, 46068 MiB, 32.89 W
2026/04/24 07:53:40.707, 0 %, 0 %, 3 MiB, 46068 MiB, 32.85 W
2026/04/24 07:53:50.708, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 07:54:00.709, 0 %, 0 %, 3 MiB, 46068 MiB, 33.12 W
2026/04/24 07:54:10.710, 0 %, 0 %, 3 MiB, 46068 MiB, 32.88 W
2026/04/24 07:54:20.711, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 07:54:30.712, 0 %, 0 %, 3 MiB, 46068 MiB, 32.82 W
2026/04/24 07:54:40.712, 0 %, 0 %, 3 MiB, 46068 MiB, 32.89 W
2026/04/24 07:54:50.713, 0 %, 0 %, 3 MiB, 46068 MiB, 32.86 W
2026/04/24 07:55:00.714, 0 %, 0 %, 3 MiB, 46068 MiB, 32.59 W
2026/04/24 07:55:10.715, 0 %, 0 %, 3 MiB, 46068 MiB, 32.89 W
2026/04/24 07:55:20.716, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 07:55:30.717, 0 %, 0 %, 3 MiB, 46068 MiB, 33.10 W
2026/04/24 07:55:40.718, 0 %, 0 %, 3 MiB, 46068 MiB, 32.88 W
2026/04/24 07:55:50.719, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 07:56:00.720, 0 %, 0 %, 3 MiB, 46068 MiB, 32.77 W
2026/04/24 07:56:10.721, 0 %, 0 %, 3 MiB, 46068 MiB, 33.13 W
2026/04/24 07:56:20.722, 0 %, 0 %, 3 MiB, 46068 MiB, 32.76 W
2026/04/24 07:56:30.722, 0 %, 0 %, 3 MiB, 46068 MiB, 32.88 W
2026/04/24 07:56:40.723, 0 %, 0 %, 3 MiB, 46068 MiB, 33.08 W
2026/04/24 07:56:50.724, 0 %, 0 %, 3 MiB, 46068 MiB, 32.84 W
2026/04/24 07:57:00.725, 0 %, 0 %, 3 MiB, 46068 MiB, 65.17 W
2026/04/24 07:57:10.726, 0 %, 0 %, 3 MiB, 46068 MiB, 33.15 W
2026/04/24 07:57:20.727, 0 %, 0 %, 3 MiB, 46068 MiB, 33.09 W
2026/04/24 07:57:30.728, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 07:57:40.729, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 07:57:50.730, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 07:58:00.730, 0 %, 0 %, 3 MiB, 46068 MiB, 32.87 W
2026/04/24 07:58:10.731, 0 %, 0 %, 3 MiB, 46068 MiB, 33.15 W
2026/04/24 07:58:20.732, 0 %, 0 %, 3 MiB, 46068 MiB, 32.87 W
2026/04/24 07:58:30.733, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 07:58:40.734, 0 %, 0 %, 3 MiB, 46068 MiB, 32.86 W
2026/04/24 07:58:50.735, 0 %, 0 %, 3 MiB, 46068 MiB, 32.85 W
2026/04/24 07:59:00.736, 0 %, 0 %, 3 MiB, 46068 MiB, 32.86 W
2026/04/24 07:59:10.737, 0 %, 0 %, 3 MiB, 46068 MiB, 32.75 W
2026/04/24 07:59:20.738, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 07:59:30.739, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 07:59:40.740, 0 %, 0 %, 3 MiB, 46068 MiB, 32.88 W
2026/04/24 07:59:50.741, 0 %, 0 %, 3 MiB, 46068 MiB, 32.84 W
2026/04/24 08:00:00.741, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 08:00:10.742, 0 %, 0 %, 3 MiB, 46068 MiB, 32.62 W
2026/04/24 08:00:20.743, 0 %, 0 %, 3 MiB, 46068 MiB, 33.01 W
2026/04/24 08:00:30.744, 0 %, 0 %, 3 MiB, 46068 MiB, 32.72 W
2026/04/24 08:00:40.745, 0 %, 0 %, 3 MiB, 46068 MiB, 32.71 W
2026/04/24 08:00:50.747, 0 %, 0 %, 3 MiB, 46068 MiB, 32.85 W
2026/04/24 08:01:00.748, 0 %, 0 %, 3 MiB, 46068 MiB, 32.84 W
2026/04/24 08:01:10.748, 0 %, 0 %, 3 MiB, 46068 MiB, 32.85 W
2026/04/24 08:01:20.749, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:01:30.750, 0 %, 0 %, 3 MiB, 46068 MiB, 33.15 W
2026/04/24 08:01:40.751, 0 %, 0 %, 3 MiB, 46068 MiB, 32.91 W
2026/04/24 08:01:50.752, 0 %, 0 %, 3 MiB, 46068 MiB, 32.49 W
2026/04/24 08:02:00.753, 0 %, 0 %, 3 MiB, 46068 MiB, 74.56 W
2026/04/24 08:02:10.754, 0 %, 0 %, 3 MiB, 46068 MiB, 33.11 W
2026/04/24 08:02:20.755, 0 %, 0 %, 3 MiB, 46068 MiB, 33.08 W
2026/04/24 08:02:30.756, 0 %, 0 %, 3 MiB, 46068 MiB, 33.15 W
2026/04/24 08:02:40.757, 0 %, 0 %, 3 MiB, 46068 MiB, 33.22 W
2026/04/24 08:02:50.758, 0 %, 0 %, 3 MiB, 46068 MiB, 33.10 W
2026/04/24 08:03:00.759, 0 %, 0 %, 3 MiB, 46068 MiB, 33.20 W
2026/04/24 08:03:10.759, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 08:03:20.760, 0 %, 0 %, 3 MiB, 46068 MiB, 33.26 W
2026/04/24 08:03:30.761, 0 %, 0 %, 3 MiB, 46068 MiB, 33.12 W
2026/04/24 08:03:40.762, 0 %, 0 %, 3 MiB, 46068 MiB, 33.11 W
2026/04/24 08:03:50.763, 0 %, 0 %, 3 MiB, 46068 MiB, 33.26 W
2026/04/24 08:04:00.764, 0 %, 0 %, 3 MiB, 46068 MiB, 33.08 W
2026/04/24 08:04:10.765, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 08:04:20.766, 0 %, 0 %, 3 MiB, 46068 MiB, 33.08 W
2026/04/24 08:04:30.767, 0 %, 0 %, 3 MiB, 46068 MiB, 32.96 W
2026/04/24 08:04:40.768, 0 %, 0 %, 3 MiB, 46068 MiB, 33.23 W
2026/04/24 08:04:50.768, 0 %, 0 %, 3 MiB, 46068 MiB, 33.25 W
2026/04/24 08:05:00.769, 0 %, 0 %, 3 MiB, 46068 MiB, 33.27 W
2026/04/24 08:05:10.770, 0 %, 0 %, 3 MiB, 46068 MiB, 33.35 W
2026/04/24 08:05:20.771, 0 %, 0 %, 3 MiB, 46068 MiB, 32.90 W
2026/04/24 08:05:30.772, 0 %, 0 %, 3 MiB, 46068 MiB, 33.24 W
2026/04/24 08:05:40.773, 0 %, 0 %, 3 MiB, 46068 MiB, 33.08 W
2026/04/24 08:05:50.774, 0 %, 0 %, 3 MiB, 46068 MiB, 33.24 W
2026/04/24 08:06:00.775, 0 %, 0 %, 3 MiB, 46068 MiB, 33.38 W
2026/04/24 08:06:10.776, 0 %, 0 %, 3 MiB, 46068 MiB, 33.10 W
2026/04/24 08:06:20.777, 0 %, 0 %, 3 MiB, 46068 MiB, 33.12 W
2026/04/24 08:06:30.778, 0 %, 0 %, 3 MiB, 46068 MiB, 33.24 W
2026/04/24 08:06:40.778, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 08:06:50.779, 0 %, 0 %, 3 MiB, 46068 MiB, 33.26 W
2026/04/24 08:07:00.780, 0 %, 0 %, 3 MiB, 46068 MiB, 66.23 W
2026/04/24 08:07:10.781, 0 %, 0 %, 3 MiB, 46068 MiB, 33.08 W
2026/04/24 08:07:20.782, 0 %, 0 %, 3 MiB, 46068 MiB, 33.27 W
2026/04/24 08:07:30.783, 0 %, 0 %, 3 MiB, 46068 MiB, 33.08 W
2026/04/24 08:07:40.784, 0 %, 0 %, 3 MiB, 46068 MiB, 33.37 W
2026/04/24 08:07:50.785, 0 %, 0 %, 3 MiB, 46068 MiB, 33.27 W
2026/04/24 08:08:00.786, 0 %, 0 %, 3 MiB, 46068 MiB, 33.03 W
2026/04/24 08:08:10.787, 0 %, 0 %, 3 MiB, 46068 MiB, 33.23 W
2026/04/24 08:08:20.788, 0 %, 0 %, 3 MiB, 46068 MiB, 33.15 W
2026/04/24 08:08:30.788, 0 %, 0 %, 3 MiB, 46068 MiB, 33.28 W
2026/04/24 08:08:40.789, 0 %, 0 %, 3 MiB, 46068 MiB, 33.33 W
2026/04/24 08:08:50.790, 0 %, 0 %, 3 MiB, 46068 MiB, 33.23 W
2026/04/24 08:09:00.791, 0 %, 0 %, 3 MiB, 46068 MiB, 33.20 W
2026/04/24 08:09:10.792, 0 %, 0 %, 3 MiB, 46068 MiB, 33.23 W
2026/04/24 08:09:20.793, 0 %, 0 %, 3 MiB, 46068 MiB, 33.20 W
2026/04/24 08:09:30.794, 0 %, 0 %, 3 MiB, 46068 MiB, 33.27 W
2026/04/24 08:09:40.795, 0 %, 0 %, 3 MiB, 46068 MiB, 33.16 W
2026/04/24 08:09:50.796, 0 %, 0 %, 3 MiB, 46068 MiB, 33.12 W
2026/04/24 08:10:00.797, 0 %, 0 %, 3 MiB, 46068 MiB, 33.22 W
2026/04/24 08:10:10.798, 0 %, 0 %, 3 MiB, 46068 MiB, 33.07 W
2026/04/24 08:10:20.799, 0 %, 0 %, 3 MiB, 46068 MiB, 33.10 W
2026/04/24 08:10:30.799, 0 %, 0 %, 3 MiB, 46068 MiB, 33.11 W
2026/04/24 08:10:40.801, 0 %, 0 %, 3 MiB, 46068 MiB, 32.93 W
2026/04/24 08:10:50.801, 0 %, 0 %, 3 MiB, 46068 MiB, 33.23 W
2026/04/24 08:11:00.802, 0 %, 0 %, 3 MiB, 46068 MiB, 33.11 W
2026/04/24 08:11:10.804, 0 %, 0 %, 3 MiB, 46068 MiB, 33.38 W
2026/04/24 08:11:20.805, 0 %, 0 %, 3 MiB, 46068 MiB, 33.22 W
2026/04/24 08:11:30.805, 0 %, 0 %, 3 MiB, 46068 MiB, 33.21 W
2026/04/24 08:11:40.806, 0 %, 0 %, 3 MiB, 46068 MiB, 33.23 W
2026/04/24 08:11:50.807, 0 %, 0 %, 3 MiB, 46068 MiB, 33.03 W
2026/04/24 08:12:00.808, 0 %, 0 %, 3 MiB, 46068 MiB, 75.19 W
2026/04/24 08:12:10.809, 0 %, 0 %, 3 MiB, 46068 MiB, 33.13 W
2026/04/24 08:12:20.810, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:12:30.811, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 08:12:40.812, 0 %, 0 %, 3 MiB, 46068 MiB, 32.87 W
2026/04/24 08:12:50.813, 0 %, 0 %, 3 MiB, 46068 MiB, 33.02 W
2026/04/24 08:13:00.814, 0 %, 0 %, 3 MiB, 46068 MiB, 32.96 W
2026/04/24 08:13:10.815, 0 %, 0 %, 3 MiB, 46068 MiB, 32.85 W
2026/04/24 08:13:20.815, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 08:13:30.816, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:13:40.817, 0 %, 0 %, 3 MiB, 46068 MiB, 32.90 W
2026/04/24 08:13:50.818, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 08:14:00.819, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 08:14:10.820, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:14:20.821, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:14:30.822, 0 %, 0 %, 3 MiB, 46068 MiB, 32.96 W
2026/04/24 08:14:40.823, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 08:14:50.824, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:15:00.825, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 08:15:10.826, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 08:15:20.827, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 08:15:30.828, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 08:15:40.829, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 08:15:50.830, 0 %, 0 %, 3 MiB, 46068 MiB, 32.90 W
2026/04/24 08:16:00.831, 0 %, 0 %, 3 MiB, 46068 MiB, 33.11 W
2026/04/24 08:16:10.832, 0 %, 0 %, 3 MiB, 46068 MiB, 32.96 W
2026/04/24 08:16:20.833, 0 %, 0 %, 3 MiB, 46068 MiB, 32.84 W
2026/04/24 08:16:30.834, 0 %, 0 %, 3 MiB, 46068 MiB, 32.88 W
2026/04/24 08:16:40.835, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 08:16:50.836, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:17:00.836, 0 %, 0 %, 3 MiB, 46068 MiB, 33.06 W
2026/04/24 08:17:10.837, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 08:17:20.838, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:17:30.839, 0 %, 0 %, 3 MiB, 46068 MiB, 32.92 W
2026/04/24 08:17:40.840, 0 %, 0 %, 3 MiB, 46068 MiB, 33.03 W
2026/04/24 08:17:50.841, 0 %, 0 %, 3 MiB, 46068 MiB, 32.87 W
2026/04/24 08:18:00.842, 0 %, 0 %, 3 MiB, 46068 MiB, 33.04 W
2026/04/24 08:18:10.843, 0 %, 0 %, 3 MiB, 46068 MiB, 32.74 W
2026/04/24 08:18:20.844, 0 %, 0 %, 3 MiB, 46068 MiB, 33.11 W
2026/04/24 08:18:30.845, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 08:18:40.846, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 08:18:50.847, 0 %, 0 %, 3 MiB, 46068 MiB, 33.25 W
2026/04/24 08:19:00.848, 0 %, 0 %, 3 MiB, 46068 MiB, 32.62 W
2026/04/24 08:19:10.849, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 08:19:20.850, 0 %, 0 %, 3 MiB, 46068 MiB, 33.25 W
2026/04/24 08:19:30.851, 0 %, 0 %, 3 MiB, 46068 MiB, 32.91 W
2026/04/24 08:19:40.852, 0 %, 0 %, 3 MiB, 46068 MiB, 32.87 W
2026/04/24 08:19:50.853, 0 %, 0 %, 3 MiB, 46068 MiB, 32.87 W
2026/04/24 08:20:00.854, 0 %, 0 %, 3 MiB, 46068 MiB, 32.69 W
2026/04/24 08:20:10.854, 0 %, 0 %, 3 MiB, 46068 MiB, 33.12 W
2026/04/24 08:20:20.855, 0 %, 0 %, 3 MiB, 46068 MiB, 32.96 W
2026/04/24 08:20:30.856, 0 %, 0 %, 3 MiB, 46068 MiB, 32.84 W
2026/04/24 08:20:40.858, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:20:50.859, 0 %, 0 %, 3 MiB, 46068 MiB, 32.87 W
2026/04/24 08:21:00.860, 0 %, 0 %, 3 MiB, 46068 MiB, 33.35 W
2026/04/24 08:21:10.860, 0 %, 0 %, 3 MiB, 46068 MiB, 32.86 W
2026/04/24 08:21:20.861, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:21:30.862, 0 %, 0 %, 3 MiB, 46068 MiB, 32.76 W
2026/04/24 08:21:40.864, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:21:50.865, 0 %, 0 %, 3 MiB, 46068 MiB, 33.10 W
2026/04/24 08:22:00.866, 0 %, 0 %, 3 MiB, 46068 MiB, 48.84 W
2026/04/24 08:22:10.867, 0 %, 0 %, 3 MiB, 46068 MiB, 32.86 W
2026/04/24 08:22:20.868, 0 %, 0 %, 3 MiB, 46068 MiB, 32.49 W
2026/04/24 08:22:30.869, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 08:22:40.869, 0 %, 0 %, 3 MiB, 46068 MiB, 33.24 W
2026/04/24 08:22:50.870, 0 %, 0 %, 3 MiB, 46068 MiB, 32.96 W
2026/04/24 08:23:00.871, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 08:23:10.872, 0 %, 0 %, 3 MiB, 46068 MiB, 32.85 W
2026/04/24 08:23:20.873, 0 %, 0 %, 3 MiB, 46068 MiB, 32.83 W
2026/04/24 08:23:30.874, 0 %, 0 %, 3 MiB, 46068 MiB, 33.10 W
2026/04/24 08:23:40.875, 0 %, 0 %, 3 MiB, 46068 MiB, 33.11 W
2026/04/24 08:23:50.876, 0 %, 0 %, 3 MiB, 46068 MiB, 32.86 W
2026/04/24 08:24:00.877, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 08:24:10.878, 0 %, 0 %, 3 MiB, 46068 MiB, 32.83 W
2026/04/24 08:24:20.879, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:24:30.880, 0 %, 0 %, 3 MiB, 46068 MiB, 32.84 W
2026/04/24 08:24:40.881, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 08:24:50.882, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 08:25:00.883, 0 %, 0 %, 3 MiB, 46068 MiB, 33.00 W
2026/04/24 08:25:10.884, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 08:25:20.884, 0 %, 0 %, 3 MiB, 46068 MiB, 32.84 W
2026/04/24 08:25:30.885, 0 %, 0 %, 3 MiB, 46068 MiB, 33.35 W
2026/04/24 08:25:40.886, 0 %, 0 %, 3 MiB, 46068 MiB, 32.86 W
2026/04/24 08:25:50.887, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 08:26:00.888, 0 %, 0 %, 3 MiB, 46068 MiB, 32.87 W
2026/04/24 08:26:10.889, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 08:26:20.890, 0 %, 0 %, 3 MiB, 46068 MiB, 32.96 W
2026/04/24 08:26:30.891, 0 %, 0 %, 3 MiB, 46068 MiB, 33.02 W
2026/04/24 08:26:40.892, 0 %, 0 %, 3 MiB, 46068 MiB, 33.16 W
2026/04/24 08:26:50.893, 0 %, 0 %, 3 MiB, 46068 MiB, 32.97 W
2026/04/24 08:27:00.894, 0 %, 0 %, 3 MiB, 46068 MiB, 53.45 W
2026/04/24 08:27:10.895, 0 %, 0 %, 3 MiB, 46068 MiB, 33.27 W
2026/04/24 08:27:20.896, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 08:27:30.897, 0 %, 0 %, 3 MiB, 46068 MiB, 33.29 W
2026/04/24 08:27:40.898, 0 %, 0 %, 3 MiB, 46068 MiB, 32.99 W
2026/04/24 08:27:50.899, 0 %, 0 %, 3 MiB, 46068 MiB, 33.11 W
2026/04/24 08:28:00.900, 0 %, 0 %, 3 MiB, 46068 MiB, 32.90 W
2026/04/24 08:28:10.901, 0 %, 0 %, 3 MiB, 46068 MiB, 33.26 W
2026/04/24 08:28:20.902, 0 %, 0 %, 3 MiB, 46068 MiB, 32.87 W
2026/04/24 08:28:30.902, 0 %, 0 %, 3 MiB, 46068 MiB, 32.87 W
2026/04/24 08:28:40.903, 0 %, 0 %, 3 MiB, 46068 MiB, 32.98 W
2026/04/24 08:28:50.904, 0 %, 0 %, 3 MiB, 46068 MiB, 33.23 W
